cell_Tomko_PC_assigned_weak_1[0].basaldist[0]	1.500000	0.366667	29	
cell_Tomko_PC_assigned_weak_1[0].basaldist[0]	1.500000	0.433333	30	
cell_Tomko_PC_assigned_weak_1[0].basaldist[0]	1.500000	0.500000	31	
cell_Tomko_PC_assigned_weak_1[0].basaldist[0]	1.500000	0.566667	32	
cell_Tomko_PC_assigned_weak_1[0].basaldist[0]	1.500000	0.633333	33	
cell_Tomko_PC_assigned_weak_1[0].basaldist[0]	1.500000	0.700000	34	
cell_Tomko_PC_assigned_weak_1[0].basaldist[0]	1.500000	0.766667	35	
cell_Tomko_PC_assigned_weak_1[0].basaldist[0]	1.500000	0.833333	36	
cell_Tomko_PC_assigned_weak_1[0].basaldist[0]	1.500000	0.900000	37	
cell_Tomko_PC_assigned_weak_1[0].basaldist[0]	1.500000	0.966667	38	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.033333	39	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.100000	40	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.166667	41	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.233333	42	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.300000	43	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.366667	44	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.433333	45	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.500000	46	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.566667	47	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.633333	48	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.700000	49	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.766667	50	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.833333	51	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.900000	52	
cell_Tomko_PC_assigned_weak_1[0].basaldist[1]	1.500000	0.966667	53	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.033333	54	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.100000	55	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.166667	56	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.233333	57	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.300000	58	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.366667	59	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.433333	60	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.500000	61	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.566667	62	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.633333	63	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.700000	64	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.766667	65	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.833333	66	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.900000	67	
cell_Tomko_PC_assigned_weak_1[0].basaldist[2]	1.500000	0.966667	68	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.033333	69	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.100000	70	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.166667	71	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.233333	72	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.300000	73	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.366667	74	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.433333	75	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.500000	76	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.566667	77	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.633333	78	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.700000	79	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.766667	80	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.833333	81	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.900000	82	
cell_Tomko_PC_assigned_weak_1[0].basaldist[3]	1.500000	0.966667	83	
cell_Tomko_PC_assigned_weak_1[0].trunkprox[0]	4.000000	0.166667	84	
cell_Tomko_PC_assigned_weak_1[0].trunkprox[0]	4.000000	0.500000	85	
cell_Tomko_PC_assigned_weak_1[0].trunkprox[0]	4.000000	0.833333	86	
cell_Tomko_PC_assigned_weak_1[0].trunkprox[1]	4.000000	0.166667	87	
cell_Tomko_PC_assigned_weak_1[0].trunkprox[1]	4.000000	0.500000	88	
cell_Tomko_PC_assigned_weak_1[0].trunkprox[1]	4.000000	0.833333	89	
cell_Tomko_PC_assigned_weak_1[0].trunkmed[0]	3.000000	0.166667	90	
cell_Tomko_PC_assigned_weak_1[0].trunkmed[0]	3.000000	0.500000	91	
cell_Tomko_PC_assigned_weak_1[0].trunkmed[0]	3.000000	0.833333	92	
cell_Tomko_PC_assigned_weak_1[0].trunkmed[1]	3.000000	0.166667	93	
cell_Tomko_PC_assigned_weak_1[0].trunkmed[1]	3.000000	0.500000	94	
cell_Tomko_PC_assigned_weak_1[0].trunkmed[1]	3.000000	0.833333	95	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[0]	2.000000	0.071429	96	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[0]	2.000000	0.214286	97	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[0]	2.000000	0.357143	98	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[0]	2.000000	0.500000	99	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[0]	2.000000	0.642857	100	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[0]	2.000000	0.785714	101	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[0]	2.000000	0.928571	102	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[1]	2.000000	0.071429	103	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[1]	2.000000	0.214286	104	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[1]	2.000000	0.357143	105	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[1]	2.000000	0.500000	106	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[1]	2.000000	0.642857	107	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[1]	2.000000	0.785714	108	
cell_Tomko_PC_assigned_weak_1[0].trunkdist[1]	2.000000	0.928571	109	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[0]	2.000000	0.071429	110	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[0]	2.000000	0.214286	111	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[0]	2.000000	0.357143	112	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[0]	2.000000	0.500000	113	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[0]	2.000000	0.642857	114	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[0]	2.000000	0.785714	115	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[0]	2.000000	0.928571	116	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[1]	2.000000	0.071429	117	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[1]	2.000000	0.214286	118	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[1]	2.000000	0.357143	119	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[1]	2.000000	0.500000	120	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[1]	2.000000	0.642857	121	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[1]	2.000000	0.785714	122	
cell_Tomko_PC_assigned_weak_1[0].tuftthick[1]	2.000000	0.928571	123	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[0]	1.500000	0.071429	124	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[0]	1.500000	0.214286	125	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[0]	1.500000	0.357143	126	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[0]	1.500000	0.500000	127	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[0]	1.500000	0.642857	128	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[0]	1.500000	0.785714	129	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[0]	1.500000	0.928571	130	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[1]	1.500000	0.071429	131	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[1]	1.500000	0.214286	132	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[1]	1.500000	0.357143	133	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[1]	1.500000	0.500000	134	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[1]	1.500000	0.642857	135	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[1]	1.500000	0.785714	136	
cell_Tomko_PC_assigned_weak_1[0].tuftmed[1]	1.500000	0.928571	137	
cell_Tomko_PC_assigned_weak_1[0].tuftthin[0]	1.000000	0.100000	138	
cell_Tomko_PC_assigned_weak_1[0].tuftthin[0]	1.000000	0.300000	139	
cell_Tomko_PC_assigned_weak_1[0].tuftthin[0]	1.000000	0.500000	140	
cell_Tomko_PC_assigned_weak_1[0].tuftthin[0]	1.000000	0.700000	141	
cell_Tomko_PC_assigned_weak_1[0].tuftthin[0]	1.000000	0.900000	142	
cell_Tomko_PC_assigned_weak_1[0].tuftthin[1]	1.000000	0.100000	143	
cell_Tomko_PC_assigned_weak_1[0].tuftthin[1]	1.000000	0.300000	144	
cell_Tomko_PC_assigned_weak_1[0].tuftthin[1]	1.000000	0.500000	145	
cell_Tomko_PC_assigned_weak_1[0].tuftthin[1]	1.000000	0.700000	146	
cell_Tomko_PC_assigned_weak_1[0].tuftthin[1]	1.000000	0.900000	147	
cell_Tomko_PC_assigned_weak_1[0].oblique1[0]	1.000000	0.038462	148	
cell_Tomko_PC_assigned_weak_1[0].oblique1[0]	1.000000	0.115385	149	
cell_Tomko_PC_assigned_weak_1[0].oblique1[0]	1.000000	0.192308	150	
cell_Tomko_PC_assigned_weak_1[0].oblique1[0]	1.000000	0.269231	151	
cell_Tomko_PC_assigned_weak_1[0].oblique1[0]	1.000000	0.346154	152	
cell_Tomko_PC_assigned_weak_1[0].oblique1[0]	1.000000	0.423077	153	
cell_Tomko_PC_assigned_weak_1[0].oblique1[0]	1.000000	0.500000	154	
cell_Tomko_PC_assigned_weak_1[0].oblique1[0]	1.000000	0.576923	155	
cell_Tomko_PC_assigned_weak_1[0].oblique1[0]	1.000000	0.653846	156	
cell_Tomko_PC_assigned_weak_1[0].oblique1[0]	1.000000	0.730769	157	
cell_Tomko_PC_assigned_weak_1[0].oblique1[0]	1.000000	0.807692	158	
cell_Tomko_PC_assigned_weak_1[0].oblique1[0]	1.000000	0.884615	159	
cell_Tomko_PC_assigned_weak_1[0].oblique1[0]	1.000000	0.961538	160	
cell_Tomko_PC_assigned_weak_1[0].oblique2[0]	1.000000	0.038462	161	
cell_Tomko_PC_assigned_weak_1[0].oblique2[0]	1.000000	0.115385	162	
cell_Tomko_PC_assigned_weak_1[0].oblique2[0]	1.000000	0.192308	163	
cell_Tomko_PC_assigned_weak_1[0].oblique2[0]	1.000000	0.269231	164	
cell_Tomko_PC_assigned_weak_1[0].oblique2[0]	1.000000	0.346154	165	
cell_Tomko_PC_assigned_weak_1[0].oblique2[0]	1.000000	0.423077	166	
cell_Tomko_PC_assigned_weak_1[0].oblique2[0]	1.000000	0.500000	167	
cell_Tomko_PC_assigned_weak_1[0].oblique2[0]	1.000000	0.576923	168	
cell_Tomko_PC_assigned_weak_1[0].oblique2[0]	1.000000	0.653846	169	
cell_Tomko_PC_assigned_weak_1[0].oblique2[0]	1.000000	0.730769	170	
cell_Tomko_PC_assigned_weak_1[0].oblique2[0]	1.000000	0.807692	171	
cell_Tomko_PC_assigned_weak_1[0].oblique2[0]	1.000000	0.884615	172	
cell_Tomko_PC_assigned_weak_1[0].oblique2[0]	1.000000	0.961538	173	
cell_Tomko_PC_assigned_weak_1[0].oblique3[0]	1.000000	0.038462	174	
cell_Tomko_PC_assigned_weak_1[0].oblique3[0]	1.000000	0.115385	175	
cell_Tomko_PC_assigned_weak_1[0].oblique3[0]	1.000000	0.192308	176	
cell_Tomko_PC_assigned_weak_1[0].oblique3[0]	1.000000	0.269231	177	
cell_Tomko_PC_assigned_weak_1[0].oblique3[0]	1.000000	0.346154	178	
cell_Tomko_PC_assigned_weak_1[0].oblique3[0]	1.000000	0.423077	179	
cell_Tomko_PC_assigned_weak_1[0].oblique3[0]	1.000000	0.500000	180	
cell_Tomko_PC_assigned_weak_1[0].oblique3[0]	1.000000	0.576923	181	
cell_Tomko_PC_assigned_weak_1[0].oblique3[0]	1.000000	0.653846	182	
cell_Tomko_PC_assigned_weak_1[0].oblique3[0]	1.000000	0.730769	183	
cell_Tomko_PC_assigned_weak_1[0].oblique3[0]	1.000000	0.807692	184	
cell_Tomko_PC_assigned_weak_1[0].oblique3[0]	1.000000	0.884615	185	
cell_Tomko_PC_assigned_weak_1[0].oblique3[0]	1.000000	0.961538	186	
cell_Tomko_PC_assigned_weak_1[0].unmyelin[0]	0.500000	0.500000	187	
cell_Tomko_PC_assigned_weak_1[0].myelin[0]	1.500000	0.500000	188	
cell_Tomko_PC_assigned_weak_1[0].myelin[1]	1.500000	0.500000	189	
cell_Tomko_PC_assigned_weak_1[0].myelin[2]	1.500000	0.500000	190	
cell_Tomko_PC_assigned_weak_1[0].myelin[3]	1.500000	0.500000	191	
cell_Tomko_PC_assigned_weak_1[0].myelin[4]	1.500000	0.500000	192	
cell_Tomko_PC_assigned_weak_1[0].myelin[5]	1.500000	0.500000	193	
